Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,Fuel_Type,Transmission,Engine,VIN,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type,Model_Family,Vehicle_Age,Is_Hybrid,Region,MPG_City,MPG_Highway,MPG_Combined,Engine_Displacement_L,Engine_Cylinders,Price_Per_Mile,Has_Ratings
2022,Honda,Accord Sport 2.0T,New,34755.0,5.0,38,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F31NA019607,3.0,5.0,5.0,5.0,5.0,5.0,5.0,IN,Dealer,Accord,1,False,Midwest,22.0,32.0,27.0,2.0,4.0,,True
2022,Honda,Accord Sport 1.5T,New,30470.0,5.0,38,Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F38NA099448,255.0,5.0,5.0,5.0,5.0,5.0,5.0,IN,Dealer,Accord,1,False,Midwest,29.0,35.0,32.0,1.5,4.0,,True
2023,Honda,CR-V Hybrid Sport Touring,New,40240.0,4.4,38,Platinum White Pearl,Gray,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,7FARS6H94PE000459,25.0,5.0,3.0,4.0,4.0,5.0,5.0,IN,Dealer,CR-V,0,True,Midwest,,,,2.0,4.0,,True
2022,Honda,Accord Sport SE,New,31960.0,5.0,38,Still Night Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F48NA118606,6.0,5.0,5.0,5.0,5.0,5.0,5.0,IN,Dealer,Accord,1,False,Midwest,29.0,35.0,32.0,1.5,4.0,,True
2023,Honda,CR-V Hybrid Sport Touring,New,40240.0,5.0,4402,Urban Gray Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H9XPH800356,176.0,5.0,3.0,4.0,4.0,5.0,5.0,GA,Dealer,CR-V,0,True,South,,,,2.0,4.0,,True
2022,Honda,Passport EX-L,New,42053.0,4.5,1732,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H54NB026819,12.0,5.0,5.0,4.9,5.0,4.9,5.0,GA,Dealer,Passport,1,False,South,19.0,24.0,21.5,3.5,6.0,,True
2023,Honda,CR-V Hybrid Sport,New,35745.0,4.5,1205,Meteorite Gray Metallic,–,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,7FARS6H51PE005941,5.0,5.0,3.0,4.0,4.0,5.0,5.0,GA,Dealer,CR-V,0,True,South,,,,2.0,4.0,,True
2023,Honda,CR-V EX-L,New,36505.0,4.7,2,Silver Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H7XPH400719,,5.0,5.0,5.0,4.0,4.0,5.0,OH,Dealer,CR-V,0,False,Midwest,,,,1.5,4.0,,True
2023,Honda,Odyssey Elite,New,50965.0,4.4,2,Obsidian Black,Gray,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H9XPB036553,,5.0,5.0,4.0,4.0,4.0,5.0,OH,Dealer,Odyssey,0,False,Midwest,,,,3.5,6.0,,True
2023,Honda,Ridgeline RTL,New,43470.0,4.8,2,Pewter,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F5XPB009731,,5.0,4.8,4.8,4.2,5.0,5.0,OH,Dealer,Ridgeline,0,False,Midwest,,,,3.5,6.0,,True
2023,Honda,Odyssey EX-L,New,41486.0,4.6,1100,Gray,Gray,Front-wheel Drive,Gasoline,–,3.5L V6 24V GDI SOHC,5FNRL6H68PB034306,4.0,5.0,5.0,4.0,4.0,4.0,5.0,MI,Dealer,Odyssey,0,False,Midwest,,,,3.5,6.0,,True
2022,Honda,Ridgeline RTL-E,New,45760.0,5.0,2546,Platinum White Pearl,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F72NB039434,23.0,5.0,4.9,4.9,4.3,4.7,5.0,GA,Dealer,Ridgeline,1,False,South,18.0,24.0,21.0,3.5,6.0,,True
2022,Honda,Accord Hybrid Sport,New,32560.0,5.0,2546,Platinum White Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F22NA043282,20.0,4.9,5.0,5.0,4.9,4.9,5.0,GA,Dealer,Accord,1,True,South,44.0,41.0,42.5,2.0,4.0,,True
2022,Honda,Accord Hybrid Sport,New,32560.0,5.0,2546,Platinum White Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F20NA041191,20.0,4.9,5.0,5.0,4.9,4.9,5.0,GA,Dealer,Accord,1,True,South,44.0,41.0,42.5,2.0,4.0,,True
2022,Honda,Ridgeline RTL,New,42810.0,5.0,2546,Pacific Pewter Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F53NB038176,23.0,5.0,4.9,4.9,4.3,4.7,5.0,GA,Dealer,Ridgeline,1,False,South,18.0,24.0,21.0,3.5,6.0,,True
2023,Honda,Odyssey Sport,New,43050.0,4.4,306,Sonic Gray Pearl,Blk Lth,Front-wheel Drive,Gasoline,10-Speed Automatic,V6 Cylinder Engine,5FNRL6H78PB027428,0.0,5.0,5.0,4.0,4.0,4.0,5.0,MI,Dealer,Odyssey,0,False,Midwest,19.0,28.0,23.5,,6.0,,True
2022,Honda,Pilot Special Edition,New,44205.0,5.0,306,Crystal Black Pearl,Blk Lth,All-wheel Drive,Gasoline,9-Speed Automatic,V6 Cylinder Engine,5FNYF6H22NB091839,6.0,5.0,5.0,5.0,5.0,5.0,5.0,MI,Dealer,Pilot,1,False,Midwest,19.0,26.0,22.5,,6.0,,True
2023,Honda,Odyssey Sport,New,43050.0,4.4,306,Platinum White Pearl,Blk Lth,Front-wheel Drive,Gasoline,10-Speed Automatic,V6 Cylinder Engine,5FNRL6H78PB023332,0.0,5.0,5.0,4.0,4.0,4.0,5.0,MI,Dealer,Odyssey,0,False,Midwest,19.0,28.0,23.5,,6.0,,True
2023,Honda,Ridgeline RTL,New,43075.0,4.8,9,Crystal Black Pearl,–,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F57PB005121,7.0,5.0,4.8,4.8,4.2,5.0,5.0,CA,Dealer,Ridgeline,0,False,West,,,,3.5,6.0,,True
2022,Honda,Pilot TrailSport,New,46105.0,4.3,471,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H80NB095165,7.0,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer,Pilot,1,False,West,19.0,25.0,22.0,3.5,6.0,,True
2022,Honda,Pilot Touring 7-Passenger,New,46465.0,5.0,12,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H62NB035655,9.0,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer,Pilot,1,False,West,20.0,27.0,23.5,3.5,6.0,,True
2023,Honda,Pilot TrailSport,New,51735.0,5.0,12,Sky,Black,All-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H63PB001393,,,,,,,,CA,Dealer,Pilot,0,False,West,,,,3.5,6.0,,False
2023,Honda,HR-V LX,New,24895.0,4.6,23,Gray,–,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ1H32PM713954,80.0,4.0,5.0,4.0,5.0,5.0,5.0,CA,Dealer,HR-V,0,False,West,,,,2.0,4.0,,True
2022,Honda,Passport TrailSport,New,45169.0,4.9,18,Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H65NB028619,,5.0,5.0,4.9,5.0,4.9,5.0,CA,Dealer,Passport,1,False,West,19.0,24.0,21.5,3.5,6.0,,True
2023,Honda,Ridgeline RTL-E,New,45920.0,4.8,6,Platinum White Pearl,Beige,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F70PB015829,5.0,5.0,4.8,4.8,4.2,5.0,5.0,NE,Dealer,Ridgeline,0,False,Midwest,,,,3.5,6.0,,True
2023,Honda,CR-V Hybrid Sport Touring,New,39845.0,4.8,2700,Meteorite Gray Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H91PH800231,16.0,5.0,3.0,4.0,4.0,5.0,5.0,TX,Dealer,CR-V,0,True,South,,,,2.0,4.0,,True
2023,Honda,CR-V EX-L,New,36900.0,4.7,178,Still Night Pearl,Black,All-wheel Drive,Gasoline,continuously variable automatic,4 Cylinder Engine,2HKRS4H76PH400569,12.0,5.0,5.0,5.0,4.0,4.0,5.0,MO,Dealer,CR-V,0,False,Midwest,27.0,32.0,29.5,,4.0,,True
2022,Honda,Pilot EX-L,New,42950.0,4.5,1627,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H50NB094491,7.0,5.0,5.0,5.0,5.0,5.0,5.0,IA,Dealer,Pilot,1,False,Midwest,19.0,26.0,22.5,3.5,6.0,,True
2023,Honda,CR-V EX-L,New,36983.0,4.5,1627,Lunar Silver Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H71PH401354,10.0,5.0,5.0,5.0,4.0,4.0,5.0,IA,Dealer,CR-V,0,False,Midwest,,,,1.5,4.0,,True
2022,Honda,Pilot Sport,New,39950.0,4.5,1627,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H32NB096368,15.0,5.0,5.0,5.0,5.0,5.0,5.0,IA,Dealer,Pilot,1,False,Midwest,19.0,26.0,22.5,3.5,6.0,,True
2023,Honda,Passport Elite,New,48250.0,4.5,1627,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H01PB001061,6.0,,,,,,,IA,Dealer,Passport,0,False,Midwest,,,,3.5,6.0,,False
2023,Honda,Passport EX-L,New,42790.0,4.5,1627,Platinum White Pearl,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H52PB004384,6.0,,,,,,,IA,Dealer,Passport,0,False,Midwest,,,,3.5,6.0,,False
2023,Honda,Passport EX-L,New,42790.0,3.7,270,Platinum White Pearl,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNYF8H53PB007049,2.0,,,,,,,IA,Dealer,Passport,0,False,Midwest,,,,3.5,6.0,,False
2022,Honda,Pilot TrailSport,New,46500.0,5.0,14,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-SPEED A/T,V6 Cylinder Engine,5FNYF6H82NB102228,12.0,5.0,5.0,5.0,5.0,5.0,5.0,WI,Dealer,Pilot,1,False,Midwest,19.0,25.0,22.0,,6.0,,True
2022,Honda,Pilot Special Edition,New,44600.0,4.8,1077,Platinum White Pearl,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H21NB105276,5.0,5.0,5.0,5.0,5.0,5.0,5.0,TN,Dealer,Pilot,1,False,South,19.0,26.0,22.5,3.5,6.0,,True
2022,Honda,Pilot Sport,New,37551.0,5.0,1516,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H37NB038203,5.0,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer,Pilot,1,False,South,20.0,27.0,23.5,3.5,6.0,,True
2022,Honda,HR-V EX-L,New,29790.0,4.7,208,Midnight Amethyst,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H70NM750108,,3.8,3.2,3.6,3.6,4.2,4.2,IL,Dealer,HR-V,1,False,Midwest,26.0,31.0,28.5,1.8,4.0,,True
2023,Honda,Passport EX-L,New,39981.0,4.7,208,Radiant Red,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H5XPB005363,,,,,,,,LA,Dealer,Passport,0,False,South,,,,3.5,6.0,,False
2023,Honda,CR-V EX-L,New,37494.0,5.0,1349,Platinum White Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H72PH401718,5.0,5.0,5.0,5.0,4.0,4.0,5.0,IL,Dealer,CR-V,0,False,Midwest,,,,1.5,4.0,,True
2022,Honda,Pilot EX-L,New,43605.0,4.6,1874,Lunar Silver Metallic,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H53NB096722,10.0,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer,Pilot,1,False,Midwest,19.0,26.0,22.5,3.5,6.0,,True
2023,Honda,HR-V LX,New,24895.0,4.7,739,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ1H37PM710340,1.0,4.0,5.0,4.0,5.0,5.0,5.0,IL,Dealer,HR-V,0,False,Midwest,,,,2.0,4.0,,True
2022,Honda,Accord Sport 2.0T,New,34755.0,5.0,3,Silver Metallic,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F36NA024561,,5.0,5.0,5.0,5.0,5.0,5.0,KY,Dealer,Accord,1,False,South,22.0,32.0,27.0,2.0,4.0,,True
2022,Honda,Pilot Special Edition,New,43600.0,4.6,245,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H29NB105428,5.0,5.0,5.0,5.0,5.0,5.0,5.0,MI,Dealer,Pilot,1,False,Midwest,19.0,26.0,22.5,3.5,6.0,,True
2022,Honda,Accord Sport 2.0T,New,34755.0,5.0,38,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F3XNA025034,81.0,5.0,5.0,5.0,5.0,5.0,5.0,IN,Dealer,Accord,1,False,Midwest,22.0,32.0,27.0,2.0,4.0,,True
2023,Honda,CR-V EX,New,34405.0,4.7,38,Canyon,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H48PE012977,3.0,5.0,5.0,5.0,4.0,4.0,5.0,IN,Dealer,CR-V,0,False,Midwest,,,,1.5,4.0,,True
2022,Honda,Accord Hybrid Sport,New,32158.0,3.0,2142,Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F2XNA032871,0.0,4.9,5.0,5.0,4.9,4.9,5.0,OH,Dealer,Accord,1,True,Midwest,44.0,41.0,42.5,2.0,4.0,,True
2023,Honda,Odyssey Elite,New,50915.0,4.4,2,Obsidian Black,Gray,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H9XPB030171,,5.0,5.0,4.0,4.0,4.0,5.0,OH,Dealer,Odyssey,0,False,Midwest,,,,3.5,6.0,,True
2023,Honda,Odyssey Touring,New,46290.0,4.4,2,Pewter,Mocha,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H81PB029319,,5.0,5.0,4.0,4.0,4.0,5.0,OH,Dealer,Odyssey,0,False,Midwest,,,,3.5,6.0,,True
2022,Honda,Accord Hybrid Sport,New,32560.0,5.0,2546,Still Night Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F2XNA041327,20.0,4.9,5.0,5.0,4.9,4.9,5.0,GA,Dealer,Accord,1,True,South,44.0,41.0,42.5,2.0,4.0,,True
2023,Honda,Odyssey Elite,New,50765.0,4.4,306,–,–,Front-wheel Drive,Gasoline,10-Speed Automatic,V6 Cylinder Engine,5FNRL6H94PB017593,0.0,5.0,5.0,4.0,4.0,4.0,5.0,MI,Dealer,Odyssey,0,False,Midwest,19.0,28.0,23.5,,6.0,,True
2022,Honda,Pilot EX-L,New,43195.0,5.0,306,Platinum White Pearl,Blk Lth,All-wheel Drive,Gasoline,9-Speed Automatic,V6 Cylinder Engine,5FNYF6H53NB087521,0.0,5.0,5.0,5.0,5.0,5.0,5.0,MI,Dealer,Pilot,1,False,Midwest,19.0,26.0,22.5,,6.0,,True
2022,Honda,Passport EX-L,New,40995.0,4.9,306,Crystal Black Pearl,Blk Lth-Trmmed Seats,All-wheel Drive,Gasoline,9-Speed Automatic,V6 Cylinder Engine,5FNYF8H51NB026292,0.0,5.0,5.0,4.9,5.0,4.9,5.0,MI,Dealer,Passport,1,False,Midwest,19.0,24.0,21.5,,6.0,,True
2023,Honda,CR-V Hybrid Sport Touring,New,39845.0,4.8,3335,Lunar Silver Metallic,Black,All-wheel Drive,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,2HKRS6H91PH800343,0.0,5.0,3.0,4.0,4.0,5.0,5.0,GA,Dealer,CR-V,0,True,South,40.0,34.0,37.0,2.0,4.0,,True
2023,Honda,CR-V Hybrid Sport Touring,New,40240.0,4.8,3335,Platinum White Pearl,Black,All-wheel Drive,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,2HKRS6H93PH801655,0.0,5.0,3.0,4.0,4.0,5.0,5.0,GA,Dealer,CR-V,0,True,South,40.0,34.0,37.0,2.0,4.0,,True
2022,Honda,Pilot TrailSport,New,48343.0,4.6,1097,Sonic Gray Pearl,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H87NB094305,10.0,5.0,5.0,5.0,5.0,5.0,5.0,GA,Dealer,Pilot,1,False,South,19.0,25.0,22.0,3.5,6.0,,True
2023,Honda,CR-V Hybrid Sport Touring,New,41688.0,4.6,1097,Crystal Black Pearl,–,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H9XPH800437,5.0,5.0,3.0,4.0,4.0,5.0,5.0,GA,Dealer,CR-V,0,True,South,,,,2.0,4.0,,True
2023,Honda,CR-V Hybrid Sport Touring,New,39845.0,4.8,1152,Crystal Black Pearl,Black,All-wheel Drive,Hybrid,–,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H98PH800436,3.0,5.0,3.0,4.0,4.0,5.0,5.0,GA,Dealer,CR-V,0,True,South,,,,2.0,4.0,,True
2022,Honda,Pilot Special Edition,New,44600.0,5.0,14,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H27NB086197,2.0,5.0,5.0,5.0,5.0,5.0,5.0,OH,Dealer,Pilot,1,False,Midwest,19.0,26.0,22.5,3.5,6.0,,True
2022,Honda,Pilot Sport,New,41770.0,5.0,14,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H33NB105577,2.0,5.0,5.0,5.0,5.0,5.0,5.0,OH,Dealer,Pilot,1,False,Midwest,19.0,26.0,22.5,3.5,6.0,,True
2023,Honda,CR-V Hybrid Sport Touring,New,40240.0,4.4,14,Platinum White Pearl,Black,All-wheel Drive,Hybrid,OTHER,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H93PH800554,3.0,5.0,3.0,4.0,4.0,5.0,5.0,OH,Dealer,CR-V,0,True,Midwest,,,,2.0,4.0,,True
2023,Honda,CR-V Hybrid Sport Touring,New,39845.0,4.9,671,Crystal Black Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H96PH800466,0.0,5.0,3.0,4.0,4.0,5.0,5.0,OH,Dealer,CR-V,0,True,Midwest,,,,2.0,4.0,,True
2023,Honda,CR-V Hybrid Sport,New,34090.0,4.4,0,Platinum,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS5H55PH703699,10.0,5.0,3.0,4.0,4.0,5.0,5.0,OH,Dealer,CR-V,0,True,Midwest,,,,2.0,4.0,,True
2023,Honda,Passport Elite,New,51150.0,5.0,3207,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNYF8H00PB003013,0.0,,,,,,,NC,Dealer,Passport,0,False,South,,,,3.5,6.0,,False
2023,Honda,Civic Sport,New,29540.0,5.0,3207,Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F50PH507949,10.0,,,,,,,NC,Dealer,Civic,0,False,South,,,,2.0,4.0,,False
2023,Honda,Civic Touring,New,34145.0,5.0,3207,Meteorite Gray Metallic,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F94PH302325,9.0,,,,,,,NC,Dealer,Civic,0,False,South,,,,1.5,4.0,,False
2022,Honda,Accord Sport 2.0T,New,38550.0,5.0,20,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F36NA017223,9.0,5.0,5.0,5.0,5.0,5.0,5.0,NC,Dealer,Accord,1,False,South,22.0,32.0,27.0,2.0,4.0,,True
2023,Honda,CR-V EX,New,34250.0,4.4,880,White Pearl,–,All-wheel Drive,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS4H49PH407165,0.0,5.0,5.0,5.0,4.0,4.0,5.0,NC,Dealer,CR-V,0,False,South,,,,1.5,4.0,,True
2023,Honda,Passport TrailSport,New,44895.0,4.4,880,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H69PB005198,6.0,,,,,,,VA,Dealer,Passport,0,False,South,,,,3.5,6.0,,False
2022,Honda,Pilot Sport,New,41770.0,5.0,2945,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB095283,3.0,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer,Pilot,1,False,South,19.0,26.0,22.5,3.5,6.0,,True
2023,Honda,CR-V Hybrid Sport Touring,New,41235.0,4.7,2444,Platinum White Pearl,–,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H9XPH800308,5.0,5.0,3.0,4.0,4.0,5.0,5.0,FL,Dealer,CR-V,0,True,South,,,,2.0,4.0,,True
2022,Honda,Pilot EX-L,New,42000.0,5.0,3,Platinum White Pearl,Beige,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H57NB037196,6.0,5.0,5.0,5.0,5.0,5.0,5.0,NC,Dealer,Pilot,1,False,South,20.0,27.0,23.5,3.5,6.0,,True
2022,Honda,Accord Hybrid Sport,New,32165.0,5.0,3,Lunar,–,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F29NA041853,10.0,4.9,5.0,5.0,4.9,4.9,5.0,NC,Dealer,Accord,1,True,South,44.0,41.0,42.5,2.0,4.0,,True
2022,Honda,Passport EX-L,New,48205.0,4.9,1,Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H57NB027706,0.0,5.0,5.0,4.9,5.0,4.9,5.0,NC,Dealer,Passport,1,False,South,19.0,24.0,21.5,3.5,6.0,,True
2022,Honda,Passport EX-L,New,48600.0,4.9,1,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H54NB028974,0.0,5.0,5.0,4.9,5.0,4.9,5.0,NC,Dealer,Passport,1,False,South,19.0,24.0,21.5,3.5,6.0,,True
2022,Honda,Accord Hybrid Sport,New,35401.0,5.0,1,Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F2XNA046060,0.0,4.9,5.0,5.0,4.9,4.9,5.0,NC,Dealer,Accord,1,True,South,44.0,41.0,42.5,2.0,4.0,,True
2022,Honda,Pilot Black Edition,New,53165.0,4.8,1438,Crystal,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H75NB088218,6.0,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer,Pilot,1,False,South,19.0,26.0,22.5,3.5,6.0,,True
2022,Honda,Accord Touring,New,38810.0,4.9,2757,Platinum White Pearl,Ivory,Front-wheel Drive,Gasoline,Automatic,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,1HGCV2F96NA000829,0.0,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer,Accord,1,False,South,22.0,32.0,27.0,2.0,4.0,,True
2022,Honda,Pilot Black Edition,New,53560.0,4.2,1147,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H7XNB102940,14.0,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer,Pilot,1,False,South,19.0,26.0,22.5,3.5,6.0,,True
2022,Honda,Pilot TrailSport,New,46500.0,4.2,1147,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H89NB089980,14.0,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer,Pilot,1,False,South,19.0,25.0,22.0,3.5,6.0,,True
2022,Honda,Pilot Sport,New,41770.0,3.4,260,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB102659,1.0,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer,Pilot,1,False,South,19.0,26.0,22.5,3.5,6.0,,True
2022,Honda,Pilot TrailSport,New,46105.0,3.4,260,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H82NB105307,4.0,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer,Pilot,1,False,South,19.0,25.0,22.0,3.5,6.0,,True
2022,Honda,Passport EX-L,New,41153.0,5.0,1664,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H5XNB028168,2750.0,5.0,5.0,4.9,5.0,4.9,5.0,VA,Dealer,Passport,1,False,South,19.0,24.0,21.5,3.5,6.0,,True
2022,Honda,Passport TrailSport,New,44660.0,4.4,878,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H60NB024283,10.0,5.0,5.0,4.9,5.0,4.9,5.0,VA,Dealer,Passport,1,False,South,19.0,24.0,21.5,3.5,6.0,,True
